Symbol,Name,Sector,Industry
QQQX,Nuveen NASDAQ 100 Dynamic Overwrite Fund Shares of Beneficial Interest,Finance,Finance Companies
QRHC,Quest Resource Holding Corporation,Technology,Diversified Commercial Services
QRTEA,Qurate Retail Inc. Series A ,Consumer Services,Catalog/Specialty Distribution
QRTEB,Qurate Retail Inc. Series B ,Consumer Services,Catalog/Specialty Distribution
QRTEP,Qurate Retail Inc. 8.0% Fixed Rate Cumulative Redeemable Preferred Stock,Consumer Services,Catalog/Specialty Distribution
QRVO,Qorvo Inc.,Capital Goods,Industrial Machinery/Components
QS,QuantumScape Corporation Class A,Capital Goods,Auto Parts:O.E.M.
QSR,Restaurant Brands International Inc. Common Shares,,
QTAP,Innovator Growth Accelerated Plus ETF - April,,
QTNT,Quotient Limited Ordinary Shares,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QTRX,Quanterix Corporation,Health Care,Industrial Specialties
QTS,QTS Realty Trust Inc. Class A,Consumer Services,Real Estate Investment Trusts
QTS^A,QTS Realty Trust Inc. 7.125% Series A Cumulative Redeemable Perpetual Preferred Stock,,
QTS^B,QTS Realty Trust Inc. 6.50% Series B Cumulative Convertible Perpetual Preferred Stock,,
QTT,Qutoutiao Inc. American Depositary Shares,Technology,Computer Software: Prepackaged Software
QTWO,Q2 Holdings Inc.,Technology,EDP Services
QUAD,Quad Graphics Inc Class A,Consumer Services,Recreational Products/Toys
QUIK,QuickLogic Corporation,Technology,Semiconductors
QUMU,Qumu Corporation,Technology,Retail: Computer Software & Peripheral Equipment
QUOT,Quotient Technology Inc.,Technology,Advertising
QURE,uniQure N.V. Ordinary Shares,Health Care,Major Pharmaceuticals
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,,
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,,
R,Ryder System Inc.,Miscellaneous,Rental/Leasing Companies
RA,Brookfield Real Assets Income Fund Inc.,,
RAAC,Revolution Acceleration Acquisition Corp Class A,,
RAACU,Revolution Acceleration Acquisition Corp Unit,,
RAACW,Revolution Acceleration Acquisition Corp Warrant,Finance,Business Services
RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares,Technology,Computer Software: Prepackaged Software
RACA,Therapeutics Acquisition Corp. Class A,,
RACB,Research Alliance Corp. II Class A,,
RACE,Ferrari N.V. Common Shares,Capital Goods,Auto Manufacturing
RAD,Rite Aid Corporation,Health Care,Medical/Nursing Services
RADA,RADA Electronic Industries Ltd. Ordinary Shares,,
RADI,Radius Global Infrastructure Inc. Class A,Consumer Services,Telecommunications Equipment
RAIL,FreightCar America Inc.,Capital Goods,Railroads
RAIN,Rain Therapeutics Inc.,Health Care,Major Pharmaceuticals
RAMMU,Aries I Acquisition Corporation Unit,Finance,Business Services
RAMP,LiveRamp Holdings Inc.,Technology,EDP Services
RAND,Rand Capital Corporation,Finance,Finance/Investors Services
RAPT,RAPT Therapeutics Inc.,Health Care,Major Pharmaceuticals
RARE,Ultragenyx Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
RAVE,Rave Restaurant Group Inc.,Consumer Services,Restaurants
RAVN,Raven Industries Inc.,Capital Goods,Office Equipment/Supplies/Services
RBA,Ritchie Bros. Auctioneers Incorporated,,
RBAC,RedBall Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
RBB,RBB Bancorp,Finance,Commercial Banks
RBBN,Ribbon Communications Inc.,Technology,EDP Services
RBC,Regal Beloit Corporation,Consumer Durables,Metal Fabrications
RBCAA,Republic Bancorp Inc. Class A,Finance,Major Banks
RBCN,Rubicon Technology Inc.,Technology,Semiconductors
RBKB,Rhinebeck Bancorp Inc.,Finance,Major Banks
RBLX,Roblox Corporation Class A,Technology,EDP Services
RBNC,Reliant Bancorp Inc.,Finance,Major Banks
RC,Ready Capital Corproation,Consumer Services,Real Estate Investment Trusts
RC^B,Ready Capital Corporation 8.625% Series B Cumulative Preferred Stock,,
RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock,,
RC^D,Ready Capital Corporation 7.625% Series D Cumulative Redeemable Preferred Stock,,
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023,,
RCAT,Red Cat Holdings Inc.,Technology,Retail: Computer Software & Peripheral Equipment
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,,
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,Finance,Finance Companies
RCEL,Avita Therapeutics Inc.,Health Care,Medical Specialities
RCG,RENN Fund Inc,,
RCHG,Recharge Acquisition Corp. Class A,,
RCHGU,Recharge Acquisition Corp. Unit,,
RCHGW,Recharge Acquisition Corp. Warrant,Finance,Business Services
RCI,Rogers Communication Inc.,,
RCII,Rent-A-Center Inc.,Technology,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
RCKY,Rocky Brands Inc.,Consumer Non-Durables,Shoe Manufacturing
RCL,D/B/A Royal Caribbean Cruises Ltd.,,
RCLF,Rosecliff Acquisition Corp I Class A,,
RCLFU,Rosecliff Acquisition Corp I Unit,,
RCLFW,Rosecliff Acquisition Corp I Warrants,Finance,Business Services
RCM,R1 RCM Inc.,Consumer Services,Other Consumer Services
RCMT,RCM Technologies Inc.,Consumer Services,Military/Government/Technical
RCON,Recon Technology Ltd. Class A Ordinary Shares,Energy,Oilfield Services/Equipment
RCS,PIMCO Strategic Income Fund Inc.,,
RCUS,Arcus Biosciences Inc.,Health Care,Major Pharmaceuticals
RDCM,Radcom Ltd. Ordinary Shares,Technology,Computer peripheral equipment
RDFI,Rareview Dynamic Fixed Income ETF,,
RDFN,Redfin Corporation,Finance,Real Estate
RDHL,Redhill Biopharma Ltd. American Depositary Shares,Health Care,Major Pharmaceuticals
RDI,Reading International Inc Class A,Consumer Services,Movies/Entertainment
RDIB,Reading International Inc Class B,Consumer Services,Movies/Entertainment
RDN,Radian Group Inc.,Finance,Property-Casualty Insurers
RDNT,RadNet Inc.,Health Care,Medical Specialities
RDS/B,Royal Dutch Shell PLC,,
RDUS,Radius Health Inc.,Health Care,Major Pharmaceuticals
RDVT,Red Violet Inc. ,Technology,Computer Software: Prepackaged Software
RDWR,Radware Ltd. Ordinary Shares,Technology,EDP Services
RDY,Dr. Reddy's Laboratories Ltd,Health Care,Major Pharmaceuticals
RE,Everest Re Group Ltd.,Finance,Property-Casualty Insurers
REAL,The RealReal Inc.,Consumer Services,Catalog/Specialty Distribution
REC,Emles Real Estate Credit ETF,,
REDU,RISE Education Cayman Ltd American Depositary Shares,Miscellaneous,Service to the Health Industry
REED,Reeds Inc.,Consumer Non-Durables,Beverages (Production/Distribution)
REFR,Research Frontiers Incorporated,Capital Goods,Industrial Machinery/Components
REG,Regency Centers Corporation,Consumer Services,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc.,Basic Industries,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
REI,Ring Energy Inc.,Energy,Oil & Gas Production
REKR,Rekor Systems Inc.,Technology,EDP Services
RELI,Reliance Global Group Inc.,Finance,Specialty Insurers
RELIW,Reliance Global Group Inc. Series A Warrants,Consumer Services,Broadcasting
RELL,Richardson Electronics Ltd.,Technology,Electronic Components
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),Consumer Services,Publishing
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,Technology,EDP Services
REPH,Recro Pharma Inc.,Health Care,Major Pharmaceuticals
REPL,Replimune Group Inc.,Health Care,Major Pharmaceuticals
REPX,Riley Exploration Permian Inc.,Energy,Oil & Gas Production
RES,RPC Inc.,Energy,Oilfield Services/Equipment
RESN,Resonant Inc.,Technology,Semiconductors
RETA,Reata Pharmaceuticals Inc. Class A,Health Care,Major Pharmaceuticals
RETO,ReTo Eco-Solutions Inc. Common Shares,Capital Goods,Multi-Sector Companies
REV,Revlon Inc. New,Consumer Non-Durables,Package Goods/Cosmetics
REVG,REV Group Inc.,Capital Goods,Industrial Machinery/Components
REVH,Revolution Healthcare Acquisition Corp. SAIL Class A,,
REVHU,Revolution Healthcare Acquisition Corp. SAIL Units,,
REVHW,Revolution Healthcare Acquisition Corp. SAIL Warrant.,,
REX,REX American Resources Corporation,Basic Industries,Automotive Aftermarket
REXR,Rexford Industrial Realty Inc.,Consumer Services,Real Estate Investment Trusts
REXR^A,Rexford Industrial Realty Inc. 5.875% Series A Cumulative Redeemable Preferred Stock,,
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,,
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,,
REYN,Reynolds Consumer Products Inc.,Capital Goods,Office Equipment/Supplies/Services
REZI,Resideo Technologies Inc. ,Miscellaneous,Diversified Manufacture
RF,Regions Financial Corporation,Finance,Major Banks
RF^A,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series A,,
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a Share of 5.700% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series C,,
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,,
RFI,Cohen & Steers Total Return Realty Fund Inc.,,
RFIL,RF Industries Ltd.,Capital Goods,Electrical Products
RFL,Rafael Holdings Inc. Class B,Health Care,Major Pharmaceuticals
RFM,RiverNorth Flexible Municipal Income Fund Inc.,,
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc.,,
RFP,Resolute Forest Products Inc.,Basic Industries,Paper
RGA,Reinsurance Group of America Incorporated,Finance,Life Insurance
RGCO,RGC Resources Inc.,Public Utilities,Oil & Gas Production
RGEN,Repligen Corporation,Health Care,Medical/Dental Instruments
RGLD,Royal Gold Inc.,,
RGLS,Regulus Therapeutics Inc.,Health Care,Major Pharmaceuticals
RGNX,REGENXBIO Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Resources Connection Inc.,Miscellaneous,Business Services
RGR,Sturm Ruger & Company Inc.,,
RGS,Regis Corporation,,
RGT,Royce Global Value Trust Inc.,,
RH,RH,Consumer Services,Other Specialty Stores
RHE,Regional Health Properties Inc.,Health Care,Hospital/Nursing Management
RHE^A,Regional Health Properties Inc. 10.875% Series A Cumulative Redeemable Preferred Stock,,
RHI,Robert Half International Inc.,Technology,Diversified Commercial Services
RHP,Ryman Hospitality Properties Inc. (REIT),Consumer Services,Real Estate Investment Trusts
RIBT,RiceBran Technologies,Consumer Non-Durables,Specialty Foods
RICE,Rice Acquisition Corp. Class A,,
RICK,RCI Hospitality Holdings Inc.,Consumer Services,Restaurants
RIDE,Lordstown Motors Corp. Class A,Capital Goods,Construction/Ag Equipment/Trucks
RIG,Transocean Ltd (Switzerland),Energy,Oil & Gas Production
RIGL,Rigel Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
RILY,B. Riley Financial Inc.,Finance,Investment Managers
RILYG,B. Riley Financial Inc. 7.25% Senior Notes due 2027,Miscellaneous,Business Services
RILYH,B. Riley Financial Inc. 7.375% Senior Notes due 2023,Miscellaneous,Business Services
RILYI,B. Riley Financial Inc. 6.875% Senior Notes due 2023,Miscellaneous,Business Services
RILYK,B. Riley Financial Inc. 5.50% Senior Notes Due 2026,Miscellaneous,Business Services
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,Finance,Investment Managers
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,Miscellaneous,Business Services
RILYN,B. Riley Financial Inc. 6.50% Senior Notes Due 2026,Miscellaneous,Business Services
RILYO,B. Riley Financial Inc. 6.75% Senior Notes due 2024,Miscellaneous,Business Services
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,Finance,Investment Managers
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,Miscellaneous,Business Services
RIO,Rio Tinto Plc,Basic Industries,Steel/Iron Ore
RIOT,Riot Blockchain Inc. ,Technology,Retail: Computer Software & Peripheral Equipment
RIV,RiverNorth Opportunities Fund Inc.,Finance,Finance Companies
RIVE,Riverview Financial Corporation,Finance,Major Banks
RJF,Raymond James Financial Inc.,Finance,Investment Bankers/Brokers/Service
RKDA,Arcadia Biosciences Inc.,Basic Industries,Agricultural Chemicals
RKT,Rocket Companies Inc. Class A,Finance,Finance: Consumer Services
RKTA,Rocket Internet Growth Opportunities Corp. Class A Ordinary Shares,,
RL,Ralph Lauren Corporation,Consumer Non-Durables,Apparel
RLAY,Relay Therapeutics Inc.,Health Care,Major Pharmaceuticals
RLGT,Radiant Logistics Inc.,Transportation,Oil Refining/Marketing
RLGY,Realogy Holdings Corp.,Finance,Real Estate
RLI,RLI Corp. (DE),Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,Consumer Services,Real Estate Investment Trusts
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible Preferred Shares,,
RLMD,Relmada Therapeutics Inc.,Health Care,Major Pharmaceuticals
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,Consumer Non-Durables,Farming/Seeds/Milling
RM,Regional Management Corp.,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A,Finance,Real Estate
RMBI,Richmond Mutual Bancorporation Inc.,,
RMBL,RumbleOn Inc. Class B,Capital Goods,Automotive Aftermarket
RMBS,Rambus Inc.,Technology,Semiconductors
RMCF,Rocky Mountain Chocolate Factory Inc.,Consumer Non-Durables,Specialty Foods
RMD,ResMed Inc.,Health Care,Medical/Dental Instruments
RMED,Ra Medical Systems Inc.,Health Care,Medical/Dental Instruments
RMGB,RMG Acquisition Corp. II Class A Ordinary Shares,Finance,Business Services
RMGBU,RMG Acquisition Corp. II Unit,Finance,Business Services
RMGBW,RMG Acquisition Corp. II Warrant,Finance,Business Services
RMGC,RMG Acquisition Corp. III Class A Ordinary Shares,Finance,Business Services
RMGCU,RMG Acquisition Corp. III Unit,Finance,Business Services
RMGCW,RMG Acquisition Corp. III Warrant,Finance,Business Services
RMI,RiverNorth Opportunistic Municipal Income Fund Inc.,,
RMM,RiverNorth Managed Duration Municipal Income Fund Inc.,,
RMNI,Rimini Street Inc. (DE),Technology,EDP Services
RMO,Romeo Power Inc. Class A,Capital Goods,Automotive Aftermarket
RMPL^,RiverNorth Specialty Finance Corporation 5.875% ,,
RMR,The RMR Group Inc. Class A,Finance,Real Estate
RMRM,RMR Mortgage Trust,Consumer Services,Real Estate Investment Trusts
RMT,Royce Micro-Cap Trust Inc.,,
RMTI,Rockwell Medical Inc. (DE),Health Care,Major Pharmaceuticals
RNA,Avidity Biosciences Inc.,Health Care,Major Pharmaceuticals
RNDB,Randolph Bancorp Inc.,Finance,Major Banks
RNG,RingCentral Inc. Class A,Technology,EDP Services
RNGR,Ranger Energy Services Inc. Class A,Energy,Oilfield Services/Equipment
RNLX,Renalytix AI plc American Depositary Shares,Health Care,Medical Specialities
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,,
RNR,RenaissanceRe Holdings Ltd.,Finance,Property-Casualty Insurers
RNR^E,RenaissanceRe Holdings Ltd. 5.375% Series E Preference Shares,,
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,,
RNST,Renasant Corporation,Finance,Major Banks
RNWK,RealNetworks Inc.,Technology,EDP Services
ROAD,Construction Partners Inc. Class A,Capital Goods,Engineering & Construction
ROCC,Roth CH Acquisition II Co.,,
ROCCU,Roth CH Acquisition II Co. Unit,,
ROCCW,Roth CH Acquisition II Co. Warrant,Finance,Business Services
ROCK,Gibraltar Industries Inc.,,
ROCR,Roth CH Acquisition III Co. Common stock,,
ROCRU,Roth CH Acquisition III Co. Unit,,
ROCRW,Roth CH Acquisition III Co. Warrant,Finance,Business Services
ROG,Rogers Corporation,Capital Goods,Industrial Machinery/Components
ROIC,Retail Opportunity Investments Corp. (MD),Consumer Services,Real Estate Investment Trusts
ROK,Rockwell Automation Inc.,Capital Goods,Industrial Machinery/Components
ROKU,Roku Inc. Class A,Consumer Services,Television Services
ROL,Rollins Inc.,Technology,Industrial Specialties
ROLL,RBC Bearings Incorporated,Capital Goods,Metal Fabrications
ROMO,Strategy Shares Newfound/ReSolve Robust Momentum ETF,,
ROOT,Root Inc. Class A,Finance,Property-Casualty Insurers
ROP,Roper Technologies Inc.,Capital Goods,Office Equipment/Supplies/Services
ROSS,Ross Acquisition Corp II Class A Ordinary Shares,,
ROST,Ross Stores Inc.,Consumer Services,Clothing/Shoe/Accessory Stores
ROT,Rotor Acquisition Corp. Class A,,
RPAI,Retail Properties of America Inc. Class A,Consumer Services,Real Estate Investment Trusts
RPAY,Repay Holdings Corporation Class A,Technology,EDP Services
RPD,Rapid7 Inc.,Technology,Computer Software: Prepackaged Software
RPHM,Reneo Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
RPM,RPM International Inc.,Basic Industries,Paints/Coatings
RPRX,Royalty Pharma plc Class A Ordinary Shares ,Health Care,Major Pharmaceuticals
RPT,RPT Realty,Consumer Services,Real Estate Investment Trusts
RPT^D,RPT Realty 7.25% ,,
RPTX,Repare Therapeutics Inc. Common Shares,,
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,,
RRBI,Red River Bancshares Inc.,Finance,Commercial Banks
RRC,Range Resources Corporation,Energy,Oil & Gas Production
RRD,R.R. Donnelley & Sons Company,Consumer Services,Advertising
RRGB,Red Robin Gourmet Burgers Inc.,Consumer Services,Restaurants
RRR,Red Rock Resorts Inc. Class A,Consumer Services,Recreational Products/Toys
RS,Reliance Steel & Aluminum Co. (DE),Basic Industries,Steel/Iron Ore
RSF,RiverNorth Specialty Finance Corporation,,
RSG,Republic Services Inc.,Public Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A,Consumer Services,Services-Misc. Amusement & Recreation
RSSS,Research Solutions Inc,Technology,Retail: Computer Software & Peripheral Equipment
RSVA,Rodgers Silicon Valley Acquisition Corp.,,
RSVAU,Rodgers Silicon Valley Acquisition Corp. Unit,,
RSVAW,Rodgers Silicon Valley Acquisition Corp. Warrant,Finance,Business Services
RTAI,Rareview Tax Advantaged Income ETF,,
RTLR,Rattler Midstream LP Common Units,Energy,Oilfield Services/Equipment
RTP,Reinvent Technology Partners Class A Ordinary Shares,Finance,Business Services
RTPY,Reinvent Technology Partners Y Class A Ordinary Shares,Finance,Business Services
RTPYU,Reinvent Technology Partners Y Unit,Finance,Business Services
RTPYW,Reinvent Technology Partners Y Warrant,Finance,Business Services
RTPZ,Reinvent Technology Partners Z Class A Ordinary Shares,Finance,Business Services
RTX,Raytheon Technologies Corporation,Capital Goods,Military/Government/Technical
RUBY,Rubius Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUN,Sunrun Inc.,Capital Goods,Building Products
RUSHA,Rush Enterprises Inc. Cl A,Consumer Services,Other Specialty Stores
RUSHB,Rush Enterprises Inc. Class B,Consumer Services,Other Specialty Stores
RUTH,Ruth's Hospitality Group Inc.,Consumer Services,Restaurants
RVI,Retail Value Inc. ,Consumer Services,Real Estate Investment Trusts
RVLV,Revolve Group Inc. Class A,Consumer Services,Catalog/Specialty Distribution
RVMD,Revolution Medicines Inc.,Consumer Durables,Specialty Chemicals
RVNC,Revance Therapeutics Inc.,Health Care,Major Pharmaceuticals
RVP,Retractable Technologies Inc.,Health Care,Medical/Dental Instruments
RVPH,Reviva Pharmaceuticals Holdings Inc. ,Health Care,Major Pharmaceuticals
RVPHW,Reviva Pharmaceuticals Holdings Inc. Warrants,,
RVSB,Riverview Bancorp Inc,Finance,Major Banks
RVT,Royce Value Trust Inc.,,
RWLK,ReWalk Robotics Ltd. Ordinary Shares,Health Care,Industrial Specialties
RWT,Redwood Trust Inc.,Consumer Services,Real Estate Investment Trusts
RXDX,Prometheus Biosciences Inc.,Health Care,Major Pharmaceuticals
RXN,Rexnord Corporation,Technology,Industrial Machinery/Components
RXRA,RXR Acquisition Corp. Class A,,
RXRAU,RXR Acquisition Corp. Units,,
RXRAW,RXR Acquisition Corp. Warrants to purchase Class A common stock,Finance,Business Services
RXRX,Recursion Pharmaceuticals Inc. Class A,Health Care,Major Pharmaceuticals
RXT,Rackspace Technology Inc.,Technology,EDP Services
RY,Royal Bank Of Canada,,
RY^T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,,
RYAAY,Ryanair Holdings plc American Depositary Shares,Transportation,Air Freight/Delivery Services
RYAM,Rayonier Advanced Materials Inc.,Basic Industries,Industrial Specialties
RYB,RYB Education Inc. American depositary shares each representing one Class A ordinary share,Miscellaneous,Other Consumer Services
RYI,Ryerson Holding Corporation,Capital Goods,Office Equipment/Supplies/Services
RYN,Rayonier Inc. REIT,Consumer Services,Real Estate Investment Trusts
RYTM,Rhythm Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
RZA,Reinsurance Group of America Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042,Finance,Life Insurance
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,,
RZLT,Rezolute Inc.,Health Care,Major Pharmaceuticals
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Basic Industries,Precious Metals
SABR,Sabre Corporation,Technology,EDP Services
SABRP,Sabre Corporation 6.50% Series A Mandatory Convertible Preferred Stock,Technology,EDP Services
SACC,Sachem Capital Corp. 6.875% Notes due 2024,Consumer Services,Real Estate Investment Trusts
SACH,Sachem Capital Corp. Common Shares,Consumer Services,Real Estate Investment Trusts
SAF,Saratoga Investment Corp 6.25% Notes due 2023,Finance,Finance Companies
SAFE,Safehold Inc.,Consumer Services,Real Estate Investment Trusts
SAFM,Sanderson Farms Inc.,,
SAFT,Safety Insurance Group Inc.,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc.,Health Care,Major Pharmaceuticals
SAH,Sonic Automotive Inc.,Consumer Services,Other Specialty Stores
SAIA,Saia Inc.,Transportation,Trucking Freight/Courier Services
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,Technology,EDP Services
SAII,Software Acquisition Group Inc. II Class A,,
SAIIU,Software Acquisition Group Inc. II Unit,,
SAIIW,Software Acquisition Group Inc. II Warrant,Finance,Business Services
SAIL,SailPoint Technologies Holdings Inc.,Technology,Computer Software: Prepackaged Software
SAK,Saratoga Investment Corp 7.25% Notes due 2025,Finance,Finance Companies
SAL,Salisbury Bancorp Inc.,Finance,Savings Institutions
SALM,Salem Media Group Inc. Class A,Consumer Services,Broadcasting
SAM,Boston Beer Company Inc. (The),Consumer Non-Durables,Beverages (Production/Distribution)
SAMG,Silvercrest Asset Management Group Inc. Class A,Finance,Investment Managers
SAN,Banco Santander S.A. Sponsored ADR (Spain),Finance,Commercial Banks
SANA,Sana Biotechnology Inc.,Consumer Durables,Specialty Chemicals
SAND ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Basic Industries,Precious Metals
SANM,Sanmina Corporation,Technology,Electrical Products
SANW,S&W Seed Company (NV),Miscellaneous,Agricultural Chemicals
SAP,SAP SE ADS,Technology,Computer Software: Prepackaged Software
SAR,Saratoga Investment Corp New,,
SASR,Sandy Spring Bancorp Inc.,Finance,Major Banks
SATS,EchoStar Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc.,Health Care,Major Pharmaceuticals
SAVE,Spirit Airlines Inc.,Transportation,Air Freight/Delivery Services
SB,Safe Bulkers Inc ($0.001 par value),Transportation,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),,
SBAC,SBA Communications Corporation Class A,Consumer Services,Real Estate Investment Trusts
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,Transportation,Marine Transportation
SBBP,Strongbridge Biopharma plc Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks
SBEA,SilverBox Engaged Merger Corp I Class A,,
SBEAU,SilverBox Engaged Merger Corp I Units,,
SBEAW,SilverBox Engaged Merger Corp I Warrant,,
SBFG,SB Financial Group Inc.,Finance,Major Banks
SBG,Sandbridge Acquisition Corporation Class A,,
SBGI,Sinclair Broadcast Group Inc. Class A,Consumer Services,Broadcasting
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.),Miscellaneous,Diversified Commercial Services
SBI,Western Asset Intermediate Muni Fund Inc,,
SBII,Sandbridge X2 Corp. Class A,,
SBLK,Star Bulk Carriers Corp. Common Shares,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp. 8.30% Senior Notes due 2022,,
SBNY,Signature Bank,Finance,Major Banks
SBNYP,Signature Bank Depositary shares each representing a 1/40th ownership interest in a share of 5.000% Noncumulative Perpetual Series A Preferred Stock,Finance,Major Banks
SBOW,SilverBow Resorces Inc.,Energy,Oil & Gas Production
SBR,Sabine Royalty Trust,Energy,Oil & Gas Production
SBRA,Sabra Health Care REIT Inc.,Consumer Services,Real Estate Investment Trusts
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),,
SBSI,Southside Bancshares Inc.,Finance,Major Banks
SBSW,D/B/A Sibanye-Stillwater Limited ADS,Basic Industries,Precious Metals
SBT,Sterling Bancorp Inc.,Finance,Savings Institutions
SBTX,Silverback Therapeutics Inc.,Consumer Durables,Specialty Chemicals
SBUX,Starbucks Corporation,,
SC,Santander Consumer USA Holdings Inc.,Finance,Finance Companies
SCAQ,Stratim Cloud Acquisition Corp. Class A,,
SCAQU,Stratim Cloud Acquisition Corp. Unit,,
SCAQW,Stratim Cloud Acquisition Corp. Warrant,,
SCCB,Sachem Capital Corp. 7.125% Notes due 2024,Consumer Services,Real Estate Investment Trusts
SCCC,Sachem Capital Corp. 7.75% Notes due 2025,Consumer Services,Real Estate Investment Trusts
SCCO,Southern Copper Corporation,Basic Industries,Precious Metals
SCD,LMP Capital and Income Fund Inc.,,
SCE^G,SCE Trust II Trust Preferred Securities,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,,
SCE^L,SCE TRUST VI,,
SCHL,Scholastic Corporation,Consumer Services,Books
SCHN,Schnitzer Steel Industries Inc. Class A,Basic Industries,Steel/Iron Ore
SCHW,Charles Schwab Corporation (The),Finance,Investment Bankers/Brokers/Service
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,,
SCI,Service Corporation International,Miscellaneous,Other Consumer Services
SCKT,Socket Mobile Inc.,Technology,Computer Manufacturing
SCL,Stepan Company,Consumer Non-Durables,Package Goods/Cosmetics
SCLE,Broadscale Acquisition Corp. Class A common stock,,
SCLEU,Broadscale Acquisition Corp. Units,,
SCLEW,Broadscale Acquisition Corp. Warrant,Finance,Business Services
